fold,epoch,train_loss,train_auc,train_macro_f1,train_micro_f1,train_lacc,val_loss,val_auc,val_macro_f1,val_micro_f1,val_lacc
3,1,0.1403187675302436,0.5157950375172523,0.005009863749248299,0.007242689970969383,0.9859047381088358,0.04641091763224016,0.6050105029199652,0.0008516436722875148,0.004566905160602832,0.9944437741210219
3,2,0.1354461842600037,0.543576190502264,0.0011030689857921994,0.005874499332443258,0.9944629854368932,0.04621544157742788,0.5802953680508715,0.0008940420479150661,0.01803324880247957,0.9940775509441081
3,3,0.13488585583302154,0.6043465122201868,0.003957428580234267,0.021327367636092467,0.9944232547387888,0.04611973643469411,0.7519536700552587,0.0043208361959595,0.019903498190591073,0.9944769126451509
3,4,0.13437992793505266,0.6403155796785996,0.010661099634488363,0.05658012533572068,0.9944026457670446,0.04531925217399384,0.7622754528393418,0.010459911356911598,0.08127301420305102,0.9940639556521577
3,5,0.13380182089925813,0.6716946865625244,0.01991945140109189,0.11207218208337573,0.9944383396562507,0.04526026736341375,0.6093205804932899,0.014104384132376167,0.058621815806662314,0.9902028927382448
3,6,0.1332078187697742,0.7146390476378897,0.03133711627557527,0.16449212332076932,0.9944897558537978,0.044061120172868895,0.7987376468714696,0.030984503722330026,0.169882457307607,0.9936391027787077
3,7,0.1326184142328778,0.7333447165457891,0.044278411236953495,0.21295666687272052,0.9945898262217509,0.04462283881974287,0.8072855626024117,0.055756735490895076,0.24375222077460618,0.9945746288060445
3,8,0.13209299626303653,0.7629167110897956,0.05834061534165376,0.2569020460434226,0.9946988200620054,0.04198080462575292,0.8426523438011744,0.06492823625827389,0.2742338251986379,0.9945669814543224
3,9,0.13166471835778876,0.780646685141434,0.07196853839758417,0.2972213368875496,0.9948466947458594,0.04246697394832886,0.8682920444791931,0.08244267151641504,0.3176942247264059,0.9946494029117715
3,10,0.1314284879328156,0.7918845321490153,0.0786678699190171,0.3150501099277618,0.9949032100704358,0.04304767113865754,0.8729489458887429,0.0838049033072293,0.3247901016349978,0.9948065984749481
